Account,Sentiment,Total_Trades,Total_Volume_USD,Total_PnL,Avg_Trade_Size,Win_Rate,Avg_Fear_Greed_Value
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,6804,4577661.859999999,-24036.539128,672.78980893592,0.19914756025867136,70.47648442092887
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,2195,2053464.9300000002,808.3427169999986,935.5193302961277,0.28109339407744877,47.624601366742596
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Fear,68,653351.5000000001,3425.9609499999997,9608.110294117649,0.4852941176470588,23.0
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Greed,1549,3665028.12,63520.27468300001,2366.0607617817946,0.27953518398967075,77.0806972240155
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Fear,191,1513049.15,-621.54506,7921.723298429319,0.0,41.18848167539267
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,1199,4734259.0,60254.251561,3948.5062552126774,0.3377814845704754,70.28023352793996
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Neutral,45,426667.97,0.0,9481.510444444444,0.0,49.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Fear,270,162539.16999999998,1011.258943,601.9969259259259,0.22592592592592592,15.933333333333334
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Greed,3497,5836132.71,47791.24778199999,1668.89697169002,0.4235058621675722,81.13954818415785
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,2324,2722493.0,12934.469345000001,1171.4685886402754,0.31841652323580033,40.71600688468158
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,4115,4833683.86,35098.877549,1174.6497837181046,0.33754556500607535,65.67679222357229
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Neutral,5399,6313359.24,9467.021637000002,1169.3571476199297,0.31950361177995923,50.02130024078533
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Fear,5,1460.13,-961.048507,292.026,0.0,20.8
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Greed,256,417993.96,46411.26711,1632.78890625,0.51953125,78.59765625
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,44,313640.09,-16719.913714,7128.183863636365,0.06818181818181818,34.52272727272727
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,108,128086.16,44169.810737,1185.982962962963,0.9537037037037037,71.01851851851852
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,4,629.0600000000001,-53.631353999999995,157.26500000000001,0.0,46.5
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Fear,80,316665.65,622.41079,3958.3206250000003,0.075,20.2125
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Greed,190,643594.44,20925.513222,3387.3391578947367,0.5526315789473685,76.93684210526315
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Fear,123,293743.3,8129.3406589999995,2388.1569105691055,0.34959349593495936,38.91869918699187
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,170,423422.33,38168.35486,2490.7195882352944,0.4470588235294118,63.51176470588236
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Fear,17,38053.979999999996,0.0,2238.4694117647055,0.0,23.0
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Greed,5,8647.35,15.24474,1729.47,0.2,79.0
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Fear,455,3438057.09,14542.702934,7556.169428571428,0.3274725274725275,33.40879120879121
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Greed,5,9082.85,43.2005,1816.5700000000002,0.4,71.4
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Neutral,52,954481.99,7157.6835790000005,18355.422884615386,0.38461538461538464,46.13461538461539
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Fear,739,1240856.4100000001,9544.906133999999,1679.1020433017593,0.3112313937753721,20.959404600811908
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Greed,1643,5161529.02,1105304.859175,3141.527096774193,0.5100426049908704,79.16859403530128
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,3005,4792042.529999999,93165.161357,1594.689693843594,0.3271214642262895,32.58935108153078
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,5889,36284991.08,534058.2363300001,6161.486004415011,0.27322125997622687,66.66496858549839
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,3457,9064146.190000001,401309.434693,2621.9688140005787,0.3780734741105004,48.7413942724906
0xb899e522b5715391ae1d4f137653e7906c5e2115,Extreme Fear,1577,32610576.830000002,-33221.806818000005,20678.86926442613,0.33608116677235256,21.178820545339253
0xb899e522b5715391ae1d4f137653e7906c5e2115,Fear,2947,68691467.31,51692.358711,23308.947170003394,0.5110281642348151,30.048523922633187
0xb899e522b5715391ae1d4f137653e7906c5e2115,Neutral,314,7574996.959999999,4017.9489279999993,24124.194140127387,0.27388535031847133,46.11464968152866
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Extreme Fear,4480,19924907.689999998,261917.97779200002,4447.524037946428,0.3794642857142857,21.0484375
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Fear,12437,40734967.95,620872.375844,3275.304973064244,0.4982712872879312,30.23003939856879
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Greed,5,356.16999999999996,4.672458,71.234,0.2,68.8
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Neutral,4270,7376108.43,57368.780126000005,1727.4258618266979,0.47096018735363,49.0
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Fear,387,3876163.91,37712.523409,10015.927416020671,0.25064599483204136,17.689922480620154
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Greed,310,893183.5,6053.160570000001,2881.2370967741936,0.08387096774193549,77.49032258064516
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Fear,1181,10712789.219999999,236797.72773699998,9070.94768839966,0.4987298899237934,33.9813717188823
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,350,839231.03,30258.203855,2397.802942857143,0.24285714285714285,70.85428571428571
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Neutral,413,4416024.05,-90302.55371799998,10692.552179176755,0.16464891041162227,49.93462469733656
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Fear,5079,7342854.15,30774.092128,1445.72832250443,0.41327032880488285,18.060838747785
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Greed,6723,16527882.25,478811.46818500006,2458.4087832812734,0.5963111706083594,78.65223858396548
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Fear,12901,19395677.62,55978.79696000001,1503.4243562514534,0.37655995659251223,31.844973257886984
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Greed,7338,17601612.08,243399.51314000002,2398.693387844099,0.4647042790951213,69.09225947124557
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Neutral,8143,13239784.34,27116.682664,1625.9099029841582,0.34778337222154,47.61611199803512
